UGARTE	,	0.000226226
GREGORIO	,	0.000224356
CASTELLS	,	0.000224122
RIUS	,	0.000224005
VAN	,	0.000223947
SANMARTIN	,	0.000223889
CHICO	,	0.000223596
TOLEDANO	,	0.000223246
AMAT	,	0.000223187
MORILLAS	,	0.000223129
SANDOVAL	,	0.000222603
CARRERO	,	0.000222077
CAÑETE	,	0.000221259
TORRALBA	,	0.0002205
DE MIGUEL	,	0.000220266
LARREA	,	0.000219273
ACEVEDO	,	0.00021863
ROCHA	,	0.00021863
SEMPERE	,	0.000218104
COCA	,	0.000217403
HERMOSO	,	0.000217403
TUR	,	0.00021717
BAEZ	,	0.000216585
PEREDA	,	0.000216585
ADAN	,	0.000216527
BELDA	,	0.000216118
CERVANTES	,	0.000215943
MARISCAL	,	0.000215826
MARIÑO	,	0.000215417
VERDUGO	,	0.000215358
SAN MIGUEL	,	0.000214657
CALZADA	,	0.000213722
BERNARDO	,	0.000213197
DEL PINO	,	0.000213197
SABATE	,	0.000213138
CENTENO	,	0.000213021
LABRADOR	,	0.000213021
VARA	,	0.000212904
PEDRAZA	,	0.000212729
NOVO	,	0.000212612
TUDELA	,	0.000212379
MORERA	,	0.000212145
CORDON	,	0.000211444
PABLOS	,	0.000211269
NEVADO	,	0.0002101
CAMINO	,	0.000209808
PAGES	,	0.000209516
DEL OLMO	,	0.000209399
GIRON	,	0.000208873
CABO	,	0.000208815
PATIÑO	,	0.000208639
MONTILLA	,	0.000208581
GAMERO	,	0.000208406
MANSILLA	,	0.000208347
MELENDEZ	,	0.000208347
ALIAGA	,	0.000207471
UREÑA	,	0.000206945
SIMO	,	0.000206887
BOLAÑOS	,	0.00020677
ALMEIDA	,	0.000206069
PALOMAR	,	0.00020601
ALVARADO	,	0.00020566
VILANOVA	,	0.000205601
MAESTRO	,	0.000205543
VALCARCEL	,	0.000205484
LLORCA	,	0.000205309
CABRERO	,	0.0002049
CAÑIZARES	,	0.000204842
BLANCH	,	0.000204725
CUETO	,	0.000204374
TORRENT	,	0.000204316
ASENJO	,	0.000204082
AGUILA	,	0.000203965
MESEGUER	,	0.000203965
LLANOS	,	0.000203381
MIQUEL	,	0.000203206
PARIS	,	0.000203147
DE LAS HERAS	,	0.000202855
QUIROGA	,	0.000202563
VEGAS	,	0.000202213
JAIME	,	0.000201161
AMORES	,	0.000201102
BERROCAL	,	0.000200693
CAÑADAS	,	0.000200343
COSTAS	,	0.000200226
HINOJOSA	,	0.000200226
PERDOMO	,	0.000200051
GUISADO	,	0.000199116
BERTRAN	,	0.000198473
GARMENDIA	,	0.000198298
VICO	,	0.000198123
PERERA	,	0.000198064
GUARDIA	,	0.000198006
ARREGUI	,	0.000197889
GARAY	,	0.000197714
DALMAU	,	0.000197597
CANTOS	,	0.000197538
GILABERT	,	0.000196954
PIÑOL	,	0.000196896
SEPULVEDA	,	0.000196545
MONJE	,	0.000195844
CERDAN	,	0.000194442
GALIANO	,	0.00019415
RIAL	,	0.00019415
MELIAN	,	0.000193974
RIQUELME	,	0.000193974
URRUTIA	,	0.000193916
QUERO	,	0.000193799
TOVAR	,	0.000193682
ORELLANA	,	0.000193273
JAUREGUI	,	0.000192864
SAMPER	,	0.000192222
PLANA	,	0.000192163
MAÑAS	,	0.000191988
MONTEAGUDO	,	0.00019193
LILLO	,	0.000191871
GOMIS	,	0.000191813
ARRIETA	,	0.000191053
MOLINER	,	0.000190644
PAREJO	,	0.000190586
TRILLO	,	0.000190177
RODA	,	0.000189826
HOYO	,	0.000189592
BASTIDA	,	0.000189476
JOVER	,	0.000189242
POSTIGO	,	0.000188891
MORATO	,	0.000188716
FEIJOO	,	0.000188482
HOYOS	,	0.000188249
ZAMBRANO	,	0.00018819
DE DIEGO	,	0.000187898
LARRAÑAGA	,	0.00018784
BOU	,	0.000187489
TORMO	,	0.00018708
PALAZON	,	0.000186846
BAYON	,	0.000186788
NEIRA	,	0.000186204
GOICOECHEA	,	0.00018597
ARGUELLES	,	0.000185444
RAMIS	,	0.000185444
AMADO	,	0.000185035
CAMPOY	,	0.000184977
AROCA	,	0.000184743
ABELLA	,	0.000184685
PARADA	,	0.000183984
CABANILLAS	,	0.000183808
COMPANY	,	0.000183808
FLOREZ	,	0.000183633
ZURITA	,	0.000183575
CAPILLA	,	0.000183458
VALDIVIA	,	0.000183224
POZA	,	0.000183107
BUSTO	,	0.00018299
MURO	,	0.000182874
CAÑADA	,	0.000182698
AGULLO	,	0.00018188
GEA	,	0.000181822
PIÑA	,	0.000181822
CASARES	,	0.000181705
PAJARES	,	0.000181705
ARAGONES	,	0.000181647
MEDIAVILLA	,	0.000181062
ARMENGOL	,	0.000180829
LLUCH	,	0.000180829
ALBERDI	,	0.000180653
CUERVO	,	0.000180653
